a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
old,"If the normal lifespan for a horse is 28 years, then someone aged 30 years would best be called",young,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 30 years would best be called",a horse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0030-a_horse-vs-a_bowhead_whale,age-v1_3b-p0030-a_horse-vs-a_bowhead_whale,b,young_old,1.0714285714285714,0.15,relative_open_age,bierwisch_kennedy_age_v1_3_b,28,200,comparison_class_explicit,30 years,gradable_scalar,years,30
young,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 30 years would best be called",youthful,"If the normal lifespan for a human is 80 years, then someone aged 30 years would best be called",a bowhead whale,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0030-a_bowhead_whale-vs-a_human,age-v1_3b-p0030-a_human-vs-a_bowhead_whale,b,young_old,0.15,0.375,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,80,comparison_class_explicit,30 years,gradable_scalar,years,30
young,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 30 years would best be called",youthful,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 30 years would best be called",a bowhead whale,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0030-a_bowhead_whale-vs-a_galapagos_tortoise,age-v1_3b-p0030-a_galapagos_tortoise-vs-a_bowhead_whale,b,young_old,0.15,0.2,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,150,comparison_class_explicit,30 years,gradable_scalar,years,30
old,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 55 years would best be called",mature,"If the normal lifespan for a human is 80 years, then someone aged 55 years would best be called",a domestic mouse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0055-a_domestic_mouse-vs-a_human,age-v1_3b-p0055-a_domestic_mouse-vs-a_human,b,young_old,27.5,0.6875,relative_open_age,bierwisch_kennedy_age_v1_3_b,2,80,comparison_class_explicit,55 years,gradable_scalar,years,55
youthful,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 55 years would best be called",old,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 55 years would best be called",a galapagos tortoise,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0055-a_galapagos_tortoise-vs-a_domestic_mouse,age-v1_3b-p0055-a_domestic_mouse-vs-a_galapagos_tortoise,b,young_old,0.36666666666666664,27.5,relative_open_age,bierwisch_kennedy_age_v1_3_b,150,2,comparison_class_explicit,55 years,gradable_scalar,years,55
youthful,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 55 years would best be called",old,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 55 years would best be called",a bowhead whale,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0055-a_bowhead_whale-vs-a_domestic_mouse,age-v1_3b-p0055-a_domestic_mouse-vs-a_bowhead_whale,b,young_old,0.275,27.5,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,2,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 55 years would best be called",mature,"If the normal lifespan for a human is 80 years, then someone aged 55 years would best be called",a domestic dog,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0055-a_domestic_dog-vs-a_human,age-v1_3b-p0055-a_domestic_dog-vs-a_human,b,young_old,4.583333333333333,0.6875,relative_open_age,bierwisch_kennedy_age_v1_3_b,12,80,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 55 years would best be called",youthful,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 55 years would best be called",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0055-a_domestic_dog-vs-a_galapagos_tortoise,age-v1_3b-p0055-a_domestic_dog-vs-a_galapagos_tortoise,b,young_old,4.583333333333333,0.36666666666666664,relative_open_age,bierwisch_kennedy_age_v1_3_b,12,150,comparison_class_explicit,55 years,gradable_scalar,years,55
youthful,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 55 years would best be called",old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 55 years would best be called",a bowhead whale,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0055-a_bowhead_whale-vs-a_domestic_dog,age-v1_3b-p0055-a_domestic_dog-vs-a_bowhead_whale,b,young_old,0.275,4.583333333333333,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,12,comparison_class_explicit,55 years,gradable_scalar,years,55
old,"If the normal lifespan for a horse is 28 years, then someone aged 55 years would best be called",mature,"If the normal lifespan for a human is 80 years, then someone aged 55 years would best be called",a horse,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0055-a_horse-vs-a_human,age-v1_3b-p0055-a_horse-vs-a_human,b,young_old,1.9642857142857142,0.6875,relative_open_age,bierwisch_kennedy_age_v1_3_b,28,80,comparison_class_explicit,55 years,gradable_scalar,years,55
youthful,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 55 years would best be called",old,"If the normal lifespan for a horse is 28 years, then someone aged 55 years would best be called",a galapagos tortoise,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0055-a_galapagos_tortoise-vs-a_horse,age-v1_3b-p0055-a_horse-vs-a_galapagos_tortoise,b,young_old,0.36666666666666664,1.9642857142857142,relative_open_age,bierwisch_kennedy_age_v1_3_b,150,28,comparison_class_explicit,55 years,gradable_scalar,years,55
youthful,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 55 years would best be called",old,"If the normal lifespan for a horse is 28 years, then someone aged 55 years would best be called",a bowhead whale,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0055-a_bowhead_whale-vs-a_horse,age-v1_3b-p0055-a_horse-vs-a_bowhead_whale,b,young_old,0.275,1.9642857142857142,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,28,comparison_class_explicit,55 years,gradable_scalar,years,55
mature,"If the normal lifespan for a human is 80 years, then someone aged 55 years would best be called",youthful,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 55 years would best be called",a human,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0055-a_human-vs-a_galapagos_tortoise,age-v1_3b-p0055-a_human-vs-a_galapagos_tortoise,b,young_old,0.6875,0.36666666666666664,relative_open_age,bierwisch_kennedy_age_v1_3_b,80,150,comparison_class_explicit,55 years,gradable_scalar,years,55
youthful,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 55 years would best be called",mature,"If the normal lifespan for a human is 80 years, then someone aged 55 years would best be called",a bowhead whale,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0055-a_bowhead_whale-vs-a_human,age-v1_3b-p0055-a_human-vs-a_bowhead_whale,b,young_old,0.275,0.6875,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,80,comparison_class_explicit,55 years,gradable_scalar,years,55
mature,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 90 years would best be called",old,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 90 years would best be called",a galapagos tortoise,a domestic mouse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0090-a_galapagos_tortoise-vs-a_domestic_mouse,age-v1_3b-p0090-a_domestic_mouse-vs-a_galapagos_tortoise,b,young_old,0.6,45.0,relative_open_age,bierwisch_kennedy_age_v1_3_b,150,2,comparison_class_explicit,90 years,gradable_scalar,years,90
old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 90 years would best be called",mature,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 90 years would best be called",a domestic dog,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0090-a_domestic_dog-vs-a_galapagos_tortoise,age-v1_3b-p0090-a_domestic_dog-vs-a_galapagos_tortoise,b,young_old,7.5,0.6,relative_open_age,bierwisch_kennedy_age_v1_3_b,12,150,comparison_class_explicit,90 years,gradable_scalar,years,90
old,"If the normal lifespan for a horse is 28 years, then someone aged 90 years would best be called",mature,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 90 years would best be called",a horse,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0090-a_horse-vs-a_galapagos_tortoise,age-v1_3b-p0090-a_horse-vs-a_galapagos_tortoise,b,young_old,3.2142857142857144,0.6,relative_open_age,bierwisch_kennedy_age_v1_3_b,28,150,comparison_class_explicit,90 years,gradable_scalar,years,90
mature,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 90 years would best be called",old,"If the normal lifespan for a human is 80 years, then someone aged 90 years would best be called",a galapagos tortoise,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0090-a_galapagos_tortoise-vs-a_human,age-v1_3b-p0090-a_human-vs-a_galapagos_tortoise,b,young_old,0.6,1.125,relative_open_age,bierwisch_kennedy_age_v1_3_b,150,80,comparison_class_explicit,90 years,gradable_scalar,years,90
old,"If the normal lifespan for a domestic mouse is 2 years, then someone aged 130 years would best be called",mature,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 130 years would best be called",a domestic mouse,a bowhead whale,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,False,age-v1_3b-p0130-a_domestic_mouse-vs-a_bowhead_whale,age-v1_3b-p0130-a_domestic_mouse-vs-a_bowhead_whale,b,young_old,65.0,0.65,relative_open_age,bierwisch_kennedy_age_v1_3_b,2,200,comparison_class_explicit,130 years,gradable_scalar,years,130
mature,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 130 years would best be called",old,"If the normal lifespan for a domestic dog is 12 years, then someone aged 130 years would best be called",a bowhead whale,a domestic dog,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0130-a_bowhead_whale-vs-a_domestic_dog,age-v1_3b-p0130-a_domestic_dog-vs-a_bowhead_whale,b,young_old,0.65,10.833333333333334,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,12,comparison_class_explicit,130 years,gradable_scalar,years,130
mature,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 130 years would best be called",old,"If the normal lifespan for a horse is 28 years, then someone aged 130 years would best be called",a bowhead whale,a horse,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0130-a_bowhead_whale-vs-a_horse,age-v1_3b-p0130-a_horse-vs-a_bowhead_whale,b,young_old,0.65,4.642857142857143,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,28,comparison_class_explicit,130 years,gradable_scalar,years,130
mature,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 130 years would best be called",old,"If the normal lifespan for a human is 80 years, then someone aged 130 years would best be called",a bowhead whale,a human,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0130-a_bowhead_whale-vs-a_human,age-v1_3b-p0130-a_human-vs-a_bowhead_whale,b,young_old,0.65,1.625,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,80,comparison_class_explicit,130 years,gradable_scalar,years,130
mature,"If the normal lifespan for a bowhead whale is 200 years, then someone aged 130 years would best be called",old,"If the normal lifespan for a galapagos tortoise is 150 years, then someone aged 130 years would best be called",a bowhead whale,a galapagos tortoise,standard_explicit,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,age,False,False,True,age-v1_3b-p0130-a_bowhead_whale-vs-a_galapagos_tortoise,age-v1_3b-p0130-a_galapagos_tortoise-vs-a_bowhead_whale,b,young_old,0.65,0.8666666666666667,relative_open_age,bierwisch_kennedy_age_v1_3_b,200,150,comparison_class_explicit,130 years,gradable_scalar,years,130
