a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,delta_a,delta_b,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 35 degrees Celsius feels",warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 35 degrees Celsius feels",freshly served tea,room air,standard_explicit,-45,14,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p035-freshly_served_tea-vs-room_air,temp-v1_2-p035-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,80,21,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 35 degrees Celsius feels",warm,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 35 degrees Celsius feels",heated oven air,room air,standard_explicit,-145,14,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p035-heated_oven_air-vs-room_air,temp-v1_2-p035-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,21,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 35 degrees Celsius feels",swimming-pool water,freshly served tea,standard_explicit,8,-45,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p035-swimming_pool_water-vs-freshly_served_tea,temp-v1_2-p035-swimming_pool_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,27,80,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 35 degrees Celsius feels",warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",heated oven air,swimming-pool water,standard_explicit,-145,8,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p035-heated_oven_air-vs-swimming_pool_water,temp-v1_2-p035-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,27,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",freezer air,swimming-pool water,standard_explicit,63,18,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p045-freezer_air-vs-swimming_pool_water,temp-v1_2-p045-freezer_air-vs-swimming_pool_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,-18,27,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",freezer air,bath water,standard_explicit,63,7,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p045-freezer_air-vs-bath_water,temp-v1_2-p045-freezer_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,-18,38,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",freshly served tea,freezer air,standard_explicit,-35,63,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p045-freshly_served_tea-vs-freezer_air,temp-v1_2-p045-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,80,-18,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",heated oven air,freezer air,standard_explicit,-135,63,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p045-heated_oven_air-vs-freezer_air,temp-v1_2-p045-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,-18,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",swimming-pool water,room air,standard_explicit,18,24,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p045-swimming_pool_water-vs-room_air,temp-v1_2-p045-room_air-vs-swimming_pool_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,27,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",room air,bath water,standard_explicit,24,7,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p045-room_air-vs-bath_water,temp-v1_2-p045-room_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,21,38,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",freshly served tea,room air,standard_explicit,-35,24,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p045-freshly_served_tea-vs-room_air,temp-v1_2-p045-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,80,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",heated oven air,room air,standard_explicit,-135,24,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p045-heated_oven_air-vs-room_air,temp-v1_2-p045-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",swimming-pool water,freshly served tea,standard_explicit,18,-35,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p045-swimming_pool_water-vs-freshly_served_tea,temp-v1_2-p045-swimming_pool_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,27,80,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",warm,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",heated oven air,swimming-pool water,standard_explicit,-135,18,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p045-heated_oven_air-vs-swimming_pool_water,temp-v1_2-p045-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,27,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",bath water,freshly served tea,standard_explicit,7,-35,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p045-bath_water-vs-freshly_served_tea,temp-v1_2-p045-bath_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,38,80,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",bath water,heated oven air,standard_explicit,7,-135,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p045-bath_water-vs-heated_oven_air,temp-v1_2-p045-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,38,180,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",freezer air,bath water,standard_explicit,73,17,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p055-freezer_air-vs-bath_water,temp-v1_2-p055-freezer_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,-18,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",freezer air,freshly served tea,standard_explicit,73,-25,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p055-freezer_air-vs-freshly_served_tea,temp-v1_2-p055-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,-18,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",heated oven air,freezer air,standard_explicit,-125,73,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p055-heated_oven_air-vs-freezer_air,temp-v1_2-p055-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,-18,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",room air,bath water,standard_explicit,34,17,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p055-room_air-vs-bath_water,temp-v1_2-p055-room_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,21,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",room air,freshly served tea,standard_explicit,34,-25,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p055-room_air-vs-freshly_served_tea,temp-v1_2-p055-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,21,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",room air,heated oven air,standard_explicit,34,-125,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p055-room_air-vs-heated_oven_air,temp-v1_2-p055-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,21,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",hot,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",bath water,swimming-pool water,standard_explicit,17,28,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p055-bath_water-vs-swimming_pool_water,temp-v1_2-p055-swimming_pool_water-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,38,27,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",hot,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",freshly served tea,swimming-pool water,standard_explicit,-25,28,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p055-freshly_served_tea-vs-swimming_pool_water,temp-v1_2-p055-swimming_pool_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,80,27,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",swimming-pool water,heated oven air,standard_explicit,28,-125,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p055-swimming_pool_water-vs-heated_oven_air,temp-v1_2-p055-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,27,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",cold,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",bath water,freshly served tea,standard_explicit,17,-25,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p055-bath_water-vs-freshly_served_tea,temp-v1_2-p055-bath_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,38,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",warm,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",heated oven air,bath water,standard_explicit,-125,17,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p055-heated_oven_air-vs-bath_water,temp-v1_2-p055-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 85 degrees Celsius feels",warm,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",freezer air,freshly served tea,standard_explicit,103,5,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p085-freezer_air-vs-freshly_served_tea,temp-v1_2-p085-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,-18,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 85 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",freezer air,heated oven air,standard_explicit,103,-95,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p085-freezer_air-vs-heated_oven_air,temp-v1_2-p085-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,-18,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
warm,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 85 degrees Celsius feels",freshly served tea,room air,standard_explicit,5,64,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p085-freshly_served_tea-vs-room_air,temp-v1_2-p085-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,80,21,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 85 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",room air,heated oven air,standard_explicit,64,-95,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p085-room_air-vs-heated_oven_air,temp-v1_2-p085-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,21,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 85 degrees Celsius feels",warm,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",swimming-pool water,freshly served tea,standard_explicit,58,5,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p085-swimming_pool_water-vs-freshly_served_tea,temp-v1_2-p085-swimming_pool_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,27,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 85 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",swimming-pool water,heated oven air,standard_explicit,58,-95,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p085-swimming_pool_water-vs-heated_oven_air,temp-v1_2-p085-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,27,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 85 degrees Celsius feels",warm,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",bath water,freshly served tea,standard_explicit,47,5,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p085-bath_water-vs-freshly_served_tea,temp-v1_2-p085-bath_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,38,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",hot,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 85 degrees Celsius feels",heated oven air,bath water,standard_explicit,-95,47,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p085-heated_oven_air-vs-bath_water,temp-v1_2-p085-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,38,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",warm,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",heated oven air,freshly served tea,standard_explicit,-95,5,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p085-heated_oven_air-vs-freshly_served_tea,temp-v1_2-p085-freshly_served_tea-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",hot,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 120 degrees Celsius feels",heated oven air,freezer air,standard_explicit,-60,138,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p120-heated_oven_air-vs-freezer_air,temp-v1_2-p120-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,-18,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",hot,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 120 degrees Celsius feels",heated oven air,room air,standard_explicit,-60,99,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p120-heated_oven_air-vs-room_air,temp-v1_2-p120-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,21,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
hot,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 120 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",swimming-pool water,heated oven air,standard_explicit,93,-60,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p120-swimming_pool_water-vs-heated_oven_air,temp-v1_2-p120-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,27,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",hot,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 120 degrees Celsius feels",heated oven air,bath water,standard_explicit,-60,82,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,True,temp-v1_2-p120-heated_oven_air-vs-bath_water,temp-v1_2-p120-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,180,38,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
hot,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 120 degrees Celsius feels",cold,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",freshly served tea,heated oven air,standard_explicit,40,-60,same_scalar_different_explicit_standard_balanced_orientation,temperature,False,False,False,temp-v1_2-p120-freshly_served_tea-vs-heated_oven_air,temp-v1_2-p120-freshly_served_tea-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_2,80,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
