a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,delta_a,delta_b,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 35 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 35 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-145,53,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p035-heated_oven_air-vs-freezer_air,temp-v1_3a-p035-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
warm,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 35 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 35 degrees Celsius is best described as",room air,freshly served tea,standard_explicit,14,-45,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p035-room_air-vs-freshly_served_tea,temp-v1_3a-p035-room_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,80,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 35 degrees Celsius is best described as",warm,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 35 degrees Celsius is best described as",heated oven air,room air,standard_explicit,-145,14,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p035-heated_oven_air-vs-room_air,temp-v1_3a-p035-room_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,21,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 35 degrees Celsius is best described as",warm,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 35 degrees Celsius is best described as",freshly served tea,swimming-pool water,standard_explicit,-45,8,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p035-freshly_served_tea-vs-swimming_pool_water,temp-v1_3a-p035-swimming_pool_water-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,80,27,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 35 degrees Celsius is best described as",warm,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 35 degrees Celsius is best described as",heated oven air,swimming-pool water,standard_explicit,-145,8,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p035-heated_oven_air-vs-swimming_pool_water,temp-v1_3a-p035-swimming_pool_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,27,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
warm,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 45 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 45 degrees Celsius is best described as",swimming-pool water,freezer air,standard_explicit,18,63,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p045-swimming_pool_water-vs-freezer_air,temp-v1_3a-p045-freezer_air-vs-swimming_pool_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,-18,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 45 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 45 degrees Celsius is best described as",bath water,freezer air,standard_explicit,7,63,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p045-bath_water-vs-freezer_air,temp-v1_3a-p045-freezer_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,-18,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 45 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 45 degrees Celsius is best described as",freezer air,freshly served tea,standard_explicit,63,-35,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p045-freezer_air-vs-freshly_served_tea,temp-v1_3a-p045-freezer_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,80,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 45 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 45 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-135,63,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p045-heated_oven_air-vs-freezer_air,temp-v1_3a-p045-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 45 degrees Celsius is best described as",hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 45 degrees Celsius is best described as",swimming-pool water,room air,standard_explicit,18,24,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p045-swimming_pool_water-vs-room_air,temp-v1_3a-p045-room_air-vs-swimming_pool_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 45 degrees Celsius is best described as",hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 45 degrees Celsius is best described as",bath water,room air,standard_explicit,7,24,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p045-bath_water-vs-room_air,temp-v1_3a-p045-room_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 45 degrees Celsius is best described as",hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 45 degrees Celsius is best described as",freshly served tea,room air,standard_explicit,-35,24,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p045-freshly_served_tea-vs-room_air,temp-v1_3a-p045-room_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,80,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 45 degrees Celsius is best described as",hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 45 degrees Celsius is best described as",heated oven air,room air,standard_explicit,-135,24,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p045-heated_oven_air-vs-room_air,temp-v1_3a-p045-room_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 45 degrees Celsius is best described as",warm,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 45 degrees Celsius is best described as",freshly served tea,swimming-pool water,standard_explicit,-35,18,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p045-freshly_served_tea-vs-swimming_pool_water,temp-v1_3a-p045-swimming_pool_water-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,80,27,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 45 degrees Celsius is best described as",cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 45 degrees Celsius is best described as",swimming-pool water,heated oven air,standard_explicit,18,-135,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p045-swimming_pool_water-vs-heated_oven_air,temp-v1_3a-p045-swimming_pool_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,180,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 45 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 45 degrees Celsius is best described as",bath water,freshly served tea,standard_explicit,7,-35,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p045-bath_water-vs-freshly_served_tea,temp-v1_3a-p045-bath_water-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,80,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 45 degrees Celsius is best described as",cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 45 degrees Celsius is best described as",bath water,heated oven air,standard_explicit,7,-135,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p045-bath_water-vs-heated_oven_air,temp-v1_3a-p045-bath_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,180,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 55 degrees Celsius is best described as",warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 55 degrees Celsius is best described as",freezer air,bath water,standard_explicit,73,17,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p055-freezer_air-vs-bath_water,temp-v1_3a-p055-freezer_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 55 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 55 degrees Celsius is best described as",freezer air,freshly served tea,standard_explicit,73,-25,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p055-freezer_air-vs-freshly_served_tea,temp-v1_3a-p055-freezer_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,-18,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 55 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 55 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-125,73,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p055-heated_oven_air-vs-freezer_air,temp-v1_3a-p055-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 55 degrees Celsius is best described as",hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 55 degrees Celsius is best described as",bath water,room air,standard_explicit,17,34,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p055-bath_water-vs-room_air,temp-v1_3a-p055-room_air-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,21,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 55 degrees Celsius is best described as",hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 55 degrees Celsius is best described as",freshly served tea,room air,standard_explicit,-25,34,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p055-freshly_served_tea-vs-room_air,temp-v1_3a-p055-room_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,80,21,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 55 degrees Celsius is best described as",cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 55 degrees Celsius is best described as",room air,heated oven air,standard_explicit,34,-125,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p055-room_air-vs-heated_oven_air,temp-v1_3a-p055-room_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 55 degrees Celsius is best described as",warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 55 degrees Celsius is best described as",swimming-pool water,bath water,standard_explicit,28,17,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p055-swimming_pool_water-vs-bath_water,temp-v1_3a-p055-swimming_pool_water-vs-bath_water,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 55 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 55 degrees Celsius is best described as",swimming-pool water,freshly served tea,standard_explicit,28,-25,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p055-swimming_pool_water-vs-freshly_served_tea,temp-v1_3a-p055-swimming_pool_water-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 55 degrees Celsius is best described as",cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 55 degrees Celsius is best described as",swimming-pool water,heated oven air,standard_explicit,28,-125,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p055-swimming_pool_water-vs-heated_oven_air,temp-v1_3a-p055-swimming_pool_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,27,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 55 degrees Celsius is best described as",cold,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 55 degrees Celsius is best described as",bath water,freshly served tea,standard_explicit,17,-25,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p055-bath_water-vs-freshly_served_tea,temp-v1_3a-p055-bath_water-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 55 degrees Celsius is best described as",warm,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 55 degrees Celsius is best described as",heated oven air,bath water,standard_explicit,-125,17,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p055-heated_oven_air-vs-bath_water,temp-v1_3a-p055-bath_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
warm,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 85 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 85 degrees Celsius is best described as",freshly served tea,freezer air,standard_explicit,5,103,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p085-freshly_served_tea-vs-freezer_air,temp-v1_3a-p085-freezer_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,80,-18,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 85 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 85 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-95,103,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p085-heated_oven_air-vs-freezer_air,temp-v1_3a-p085-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 85 degrees Celsius is best described as",warm,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 85 degrees Celsius is best described as",room air,freshly served tea,standard_explicit,64,5,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p085-room_air-vs-freshly_served_tea,temp-v1_3a-p085-room_air-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 85 degrees Celsius is best described as",cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 85 degrees Celsius is best described as",room air,heated oven air,standard_explicit,64,-95,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p085-room_air-vs-heated_oven_air,temp-v1_3a-p085-room_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
warm,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 85 degrees Celsius is best described as",hot,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 85 degrees Celsius is best described as",freshly served tea,swimming-pool water,standard_explicit,5,58,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p085-freshly_served_tea-vs-swimming_pool_water,temp-v1_3a-p085-swimming_pool_water-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,80,27,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 85 degrees Celsius is best described as",hot,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 85 degrees Celsius is best described as",heated oven air,swimming-pool water,standard_explicit,-95,58,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p085-heated_oven_air-vs-swimming_pool_water,temp-v1_3a-p085-swimming_pool_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,27,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
hot,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 85 degrees Celsius is best described as",warm,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 85 degrees Celsius is best described as",bath water,freshly served tea,standard_explicit,47,5,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p085-bath_water-vs-freshly_served_tea,temp-v1_3a-p085-bath_water-vs-freshly_served_tea,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,38,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 85 degrees Celsius is best described as",hot,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 85 degrees Celsius is best described as",heated oven air,bath water,standard_explicit,-95,47,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p085-heated_oven_air-vs-bath_water,temp-v1_3a-p085-bath_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,38,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
warm,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 85 degrees Celsius is best described as",cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 85 degrees Celsius is best described as",freshly served tea,heated oven air,standard_explicit,5,-95,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p085-freshly_served_tea-vs-heated_oven_air,temp-v1_3a-p085-freshly_served_tea-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,80,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 120 degrees Celsius is best described as",hot,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 120 degrees Celsius is best described as",heated oven air,freezer air,standard_explicit,-60,138,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p120-heated_oven_air-vs-freezer_air,temp-v1_3a-p120-freezer_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,-18,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
hot,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 120 degrees Celsius is best described as",cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 120 degrees Celsius is best described as",room air,heated oven air,standard_explicit,99,-60,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3a-p120-room_air-vs-heated_oven_air,temp-v1_3a-p120-room_air-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,21,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 120 degrees Celsius is best described as",hot,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 120 degrees Celsius is best described as",heated oven air,swimming-pool water,standard_explicit,-60,93,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p120-heated_oven_air-vs-swimming_pool_water,temp-v1_3a-p120-swimming_pool_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,27,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 120 degrees Celsius is best described as",hot,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 120 degrees Celsius is best described as",heated oven air,bath water,standard_explicit,-60,82,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p120-heated_oven_air-vs-bath_water,temp-v1_3a-p120-bath_water-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,38,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
cold,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 120 degrees Celsius is best described as",hot,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 120 degrees Celsius is best described as",heated oven air,freshly served tea,standard_explicit,-60,40,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3a-p120-heated_oven_air-vs-freshly_served_tea,temp-v1_3a-p120-freshly_served_tea-vs-heated_oven_air,a,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_a,180,80,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
