a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,delta_a,delta_b,design,dimension,is_artificial_norm,is_borderline,pair_id,predicate_family,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
warm,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 45 degrees Celsius is",cold,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 45 degrees Celsius is",bath water,freshly served tea,standard_explicit,7,-35,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p045-bath_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,38,80,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
warm,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 45 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 45 degrees Celsius is",bath water,heated oven air,standard_explicit,7,-135,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p045-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,38,180,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
hot,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 55 degrees Celsius is",warm,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 55 degrees Celsius is",freezer air,bath water,standard_explicit,73,17,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-freezer_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,-18,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 55 degrees Celsius is",cold,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 55 degrees Celsius is",freezer air,freshly served tea,standard_explicit,73,-25,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,-18,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 55 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 55 degrees Celsius is",freezer air,heated oven air,standard_explicit,73,-125,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,-18,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 55 degrees Celsius is",warm,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 55 degrees Celsius is",room air,bath water,standard_explicit,34,17,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-room_air-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,21,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 55 degrees Celsius is",cold,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 55 degrees Celsius is",room air,freshly served tea,standard_explicit,34,-25,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,21,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 55 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 55 degrees Celsius is",room air,heated oven air,standard_explicit,34,-125,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,21,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 55 degrees Celsius is",warm,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 55 degrees Celsius is",swimming-pool water,bath water,standard_explicit,28,17,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-swimming_pool_water-vs-bath_water,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,27,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 55 degrees Celsius is",cold,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 55 degrees Celsius is",swimming-pool water,freshly served tea,standard_explicit,28,-25,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-swimming_pool_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,27,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 55 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 55 degrees Celsius is",swimming-pool water,heated oven air,standard_explicit,28,-125,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,27,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
warm,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 55 degrees Celsius is",cold,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 55 degrees Celsius is",bath water,freshly served tea,standard_explicit,17,-25,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-bath_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,38,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
warm,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 55 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 55 degrees Celsius is",bath water,heated oven air,standard_explicit,17,-125,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p055-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,38,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
hot,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 85 degrees Celsius is",warm,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 85 degrees Celsius is",freezer air,freshly served tea,standard_explicit,103,5,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-freezer_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,-18,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 85 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 85 degrees Celsius is",freezer air,heated oven air,standard_explicit,103,-95,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,-18,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 85 degrees Celsius is",warm,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 85 degrees Celsius is",room air,freshly served tea,standard_explicit,64,5,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-room_air-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,21,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 85 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 85 degrees Celsius is",room air,heated oven air,standard_explicit,64,-95,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,21,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 85 degrees Celsius is",warm,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 85 degrees Celsius is",swimming-pool water,freshly served tea,standard_explicit,58,5,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-swimming_pool_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,27,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 85 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 85 degrees Celsius is",swimming-pool water,heated oven air,standard_explicit,58,-95,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,27,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 85 degrees Celsius is",warm,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 85 degrees Celsius is",bath water,freshly served tea,standard_explicit,47,5,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-bath_water-vs-freshly_served_tea,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,38,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 85 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 85 degrees Celsius is",bath water,heated oven air,standard_explicit,47,-95,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,38,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
warm,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 85 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 85 degrees Celsius is",freshly served tea,heated oven air,standard_explicit,5,-95,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p085-freshly_served_tea-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,80,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,celsius,85
hot,"For freezer air, the normal temperature is -18 degrees Celsius. Relative to that standard, 120 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 120 degrees Celsius is",freezer air,heated oven air,standard_explicit,138,-60,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p120-freezer_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,-18,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
hot,"For room air, the normal temperature is 21 degrees Celsius. Relative to that standard, 120 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 120 degrees Celsius is",room air,heated oven air,standard_explicit,99,-60,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p120-room_air-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,21,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
hot,"For swimming-pool water, the normal temperature is 27 degrees Celsius. Relative to that standard, 120 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 120 degrees Celsius is",swimming-pool water,heated oven air,standard_explicit,93,-60,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p120-swimming_pool_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,27,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
hot,"For bath water, the normal temperature is 38 degrees Celsius. Relative to that standard, 120 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 120 degrees Celsius is",bath water,heated oven air,standard_explicit,82,-60,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p120-bath_water-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,38,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
hot,"For freshly served tea, the normal temperature is 80 degrees Celsius. Relative to that standard, 120 degrees Celsius is",cold,"For heated oven air, the normal temperature is 180 degrees Celsius. Relative to that standard, 120 degrees Celsius is",freshly served tea,heated oven air,standard_explicit,40,-60,same_scalar_different_explicit_standard,temperature,False,False,temp-v1-p120-freshly_served_tea-vs-heated_oven_air,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1,80,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,celsius,120
