comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_cold,logscore_cool,logscore_hot,logscore_warm,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_cold,prob_cool,prob_hot,prob_warm,prompt,scale_type,side,source,standard_type,target,type,unit,value
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9128942985951092,hot,3.0,False,False,-8.522821426391602,-10.804108619689941,-10.502556800842285,-10.319690704345703,-1.9797353744506836,0.6031712430239087,temp-v1_3b-p015-bath_water-vs-freezer_air,cold,0.0,warm_cold,0.7111993050412166,0.07265088079366568,0.09822073390000766,0.11792908026511001,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9128942985951092,hot,3.0,False,False,-8.522821426391602,-10.804108619689941,-10.502556800842285,-10.319690704345703,-1.9797353744506836,0.6031712430239087,temp-v1_3b-p015-freezer_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.7111993050412166,0.07265088079366568,0.09822073390000766,0.11792908026511001,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.5533421156184835,cold,0.0,False,False,-10.886155128479004,-10.9236421585083,-8.129081726074219,-11.417662620544434,-2.757073402404785,2.6987569600816714,temp-v1_3b-p015-freezer_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.054631088298249295,0.05262104177183123,0.8606401784500011,0.03210769147991844,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.4908957750207713,cold,0.0,False,False,-10.748688697814941,-11.573927879333496,-7.5074143409729,-9.95337200164795,-3.241274356842041,2.791529920219104,temp-v1_3b-p015-heated_oven_air-vs-freezer_air,hot,3.0,warm_cold,0.03422365702223649,0.014994417260839523,0.8749716515244164,0.07581027419250766,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9128942985951092,hot,3.0,False,False,-8.522821426391602,-10.804108619689941,-10.502556800842285,-10.319690704345703,-1.9797353744506836,0.6031712430239087,temp-v1_3b-p015-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.7111993050412166,0.07265088079366568,0.09822073390000766,0.11792908026511001,"If the normal temperature for freezer air is -18 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.3637869163181857,cool,1.0,False,False,-9.984774589538574,-10.539548873901367,-9.981941223144531,-10.180133819580078,-0.5576076507568359,1.5377766588264499,temp-v1_3b-p015-room_air-vs-bath_water,hot,3.0,warm_cold,0.29415412551932996,0.168903843913603,0.2949887537787126,0.24195327678835454,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1053562809677309,cold,0.0,False,False,-10.576614379882812,-12.097785949707031,-9.967199325561523,-11.602546691894531,-0.6094150543212891,1.8890309318197176,temp-v1_3b-p015-room_air-vs-bath_water,hot,3.0,warm_cold,0.29271664724684127,0.06394564956599046,0.5384098758793905,0.10492782730777767,"If the normal temperature for bath water is 38 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.3637869163181857,cool,1.0,False,False,-9.984774589538574,-10.539548873901367,-9.981941223144531,-10.180133819580078,-0.5576076507568359,1.5377766588264499,temp-v1_3b-p015-room_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.29415412551932996,0.168903843913603,0.2949887537787126,0.24195327678835454,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.5533421156184835,cold,0.0,False,False,-10.886155128479004,-10.9236421585083,-8.129081726074219,-11.417662620544434,-2.757073402404785,2.6987569600816714,temp-v1_3b-p015-room_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.054631088298249295,0.05262104177183123,0.8606401784500011,0.03210769147991844,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
heated oven air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.4908957750207713,cold,0.0,False,False,-10.748688697814941,-11.573927879333496,-7.5074143409729,-9.95337200164795,-3.241274356842041,2.791529920219104,temp-v1_3b-p015-heated_oven_air-vs-room_air,hot,3.0,warm_cold,0.03422365702223649,0.014994417260839523,0.8749716515244164,0.07581027419250766,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
heated oven air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.3637869163181857,cool,1.0,False,False,-9.984774589538574,-10.539548873901367,-9.981941223144531,-10.180133819580078,-0.5576076507568359,1.5377766588264499,temp-v1_3b-p015-heated_oven_air-vs-room_air,hot,3.0,warm_cold,0.29415412551932996,0.168903843913603,0.2949887537787126,0.24195327678835454,"If the normal temperature for room air is 21 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
swimming-pool water,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2867508241481675,cool,1.0,False,False,-9.871872901916504,-10.881365776062012,-9.43791675567627,-9.762470245361328,-1.4434490203857422,1.7959289639665528,temp-v1_3b-p015-swimming_pool_water-vs-bath_water,hot,3.0,warm_cold,0.24854808249428906,0.09057184866216147,0.3835969776172925,0.2772830912262569,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
swimming-pool water,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1053562809677309,cold,0.0,False,False,-10.576614379882812,-12.097785949707031,-9.967199325561523,-11.602546691894531,-0.6094150543212891,1.8890309318197176,temp-v1_3b-p015-swimming_pool_water-vs-bath_water,hot,3.0,warm_cold,0.29271664724684127,0.06394564956599046,0.5384098758793905,0.10492782730777767,"If the normal temperature for bath water is 38 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freshly served tea,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.5533421156184835,cold,0.0,False,False,-10.886155128479004,-10.9236421585083,-8.129081726074219,-11.417662620544434,-2.757073402404785,2.6987569600816714,temp-v1_3b-p015-freshly_served_tea-vs-swimming_pool_water,hot,3.0,warm_cold,0.054631088298249295,0.05262104177183123,0.8606401784500011,0.03210769147991844,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freshly served tea,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2867508241481675,cool,1.0,False,False,-9.871872901916504,-10.881365776062012,-9.43791675567627,-9.762470245361328,-1.4434490203857422,1.7959289639665528,temp-v1_3b-p015-freshly_served_tea-vs-swimming_pool_water,hot,3.0,warm_cold,0.24854808249428906,0.09057184866216147,0.3835969776172925,0.2772830912262569,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
swimming-pool water,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2867508241481675,cool,1.0,False,False,-9.871872901916504,-10.881365776062012,-9.43791675567627,-9.762470245361328,-1.4434490203857422,1.7959289639665528,temp-v1_3b-p015-swimming_pool_water-vs-heated_oven_air,hot,3.0,warm_cold,0.24854808249428906,0.09057184866216147,0.3835969776172925,0.2772830912262569,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
swimming-pool water,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.4908957750207713,cold,0.0,False,False,-10.748688697814941,-11.573927879333496,-7.5074143409729,-9.95337200164795,-3.241274356842041,2.791529920219104,temp-v1_3b-p015-swimming_pool_water-vs-heated_oven_air,hot,3.0,warm_cold,0.03422365702223649,0.014994417260839523,0.8749716515244164,0.07581027419250766,"If the normal temperature for heated oven air is 180 degrees Celsius, then 15 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.336187236258351,warm,2.0,False,False,-10.134414672851562,-10.490249633789062,-9.767535209655762,-9.630151748657227,0.13738346099853516,1.7380260108386063,temp-v1_3b-p025-room_air-vs-freezer_air,warm,2.0,warm_cold,0.20835170176411943,0.14596875102317858,0.30069816539002364,0.34498138182267835,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
room air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0076233187354093,hot,3.0,False,False,-7.699581146240234,-9.64653491973877,-9.200674057006836,-9.596879959106445,-1.5010929107666016,0.7332656623087482,temp-v1_3b-p025-room_air-vs-freezer_air,cold,0.0,warm_cold,0.6598187415408626,0.09416149968151034,0.14706464507198397,0.09895511370564292,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0076233187354093,hot,3.0,False,False,-7.699581146240234,-9.64653491973877,-9.200674057006836,-9.596879959106445,-1.5010929107666016,0.7332656623087482,temp-v1_3b-p025-freezer_air-vs-bath_water,cold,0.0,warm_cold,0.6598187415408626,0.09416149968151034,0.14706464507198397,0.09895511370564292,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.173587045181697,cool,1.0,False,False,-10.7340087890625,-12.305578231811523,-10.463485717773438,-11.77021312713623,-1.842092514038086,1.687776970031764,temp-v1_3b-p025-freezer_air-vs-bath_water,hot,3.0,warm_cold,0.34804791950618885,0.07229613914654517,0.4561689481906867,0.12348699315657934,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9411958395184038,cold,0.0,False,False,-10.620318412780762,-10.509570121765137,-8.633871078491211,-10.604898452758789,-1.9864473342895508,2.400343418856606,temp-v1_3b-p025-freshly_served_tea-vs-freezer_air,hot,3.0,warm_cold,0.09594863257506929,0.10718553040225108,0.6994262144089954,0.09743962261368405,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0076233187354093,hot,3.0,False,False,-7.699581146240234,-9.64653491973877,-9.200674057006836,-9.596879959106445,-1.5010929107666016,0.7332656623087482,temp-v1_3b-p025-freshly_served_tea-vs-freezer_air,cold,0.0,warm_cold,0.6598187415408626,0.09416149968151034,0.14706464507198397,0.09895511370564292,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.46049389317432177,cold,0.0,False,False,-10.254288673400879,-11.498963356018066,-6.931817531585693,-9.37224292755127,-3.3224711418151855,2.8093732381490364,temp-v1_3b-p025-heated_oven_air-vs-freezer_air,hot,3.0,warm_cold,0.03181404394052769,0.009163545279272475,0.8821648713093642,0.07685753947083558,"If the normal temperature for heated oven air is 180 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0076233187354093,hot,3.0,False,False,-7.699581146240234,-9.64653491973877,-9.200674057006836,-9.596879959106445,-1.5010929107666016,0.7332656623087482,temp-v1_3b-p025-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.6598187415408626,0.09416149968151034,0.14706464507198397,0.09895511370564292,"If the normal temperature for freezer air is -18 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
room air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.336187236258351,warm,2.0,False,False,-10.134414672851562,-10.490249633789062,-9.767535209655762,-9.630151748657227,0.13738346099853516,1.7380260108386063,temp-v1_3b-p025-room_air-vs-bath_water,warm,2.0,warm_cold,0.20835170176411943,0.14596875102317858,0.30069816539002364,0.34498138182267835,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.173587045181697,cool,1.0,False,False,-10.7340087890625,-12.305578231811523,-10.463485717773438,-11.77021312713623,-1.842092514038086,1.687776970031764,temp-v1_3b-p025-room_air-vs-bath_water,hot,3.0,warm_cold,0.34804791950618885,0.07229613914654517,0.4561689481906867,0.12348699315657934,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
room air,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.336187236258351,warm,2.0,False,False,-10.134414672851562,-10.490249633789062,-9.767535209655762,-9.630151748657227,0.13738346099853516,1.7380260108386063,temp-v1_3b-p025-room_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.20835170176411943,0.14596875102317858,0.30069816539002364,0.34498138182267835,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9411958395184038,cold,0.0,False,False,-10.620318412780762,-10.509570121765137,-8.633871078491211,-10.604898452758789,-1.9864473342895508,2.400343418856606,temp-v1_3b-p025-room_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.09594863257506929,0.10718553040225108,0.6994262144089954,0.09743962261368405,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
heated oven air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.46049389317432177,cold,0.0,False,False,-10.254288673400879,-11.498963356018066,-6.931817531585693,-9.37224292755127,-3.3224711418151855,2.8093732381490364,temp-v1_3b-p025-heated_oven_air-vs-room_air,hot,3.0,warm_cold,0.03181404394052769,0.009163545279272475,0.8821648713093642,0.07685753947083558,"If the normal temperature for heated oven air is 180 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
heated oven air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.336187236258351,warm,2.0,False,False,-10.134414672851562,-10.490249633789062,-9.767535209655762,-9.630151748657227,0.13738346099853516,1.7380260108386063,temp-v1_3b-p025-heated_oven_air-vs-room_air,warm,2.0,warm_cold,0.20835170176411943,0.14596875102317858,0.30069816539002364,0.34498138182267835,"If the normal temperature for room air is 21 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
bath water,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.173587045181697,cool,1.0,False,False,-10.7340087890625,-12.305578231811523,-10.463485717773438,-11.77021312713623,-1.842092514038086,1.687776970031764,temp-v1_3b-p025-bath_water-vs-freshly_served_tea,hot,3.0,warm_cold,0.34804791950618885,0.07229613914654517,0.4561689481906867,0.12348699315657934,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
bath water,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9411958395184038,cold,0.0,False,False,-10.620318412780762,-10.509570121765137,-8.633871078491211,-10.604898452758789,-1.9864473342895508,2.400343418856606,temp-v1_3b-p025-bath_water-vs-freshly_served_tea,hot,3.0,warm_cold,0.09594863257506929,0.10718553040225108,0.6994262144089954,0.09743962261368405,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
heated oven air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.46049389317432177,cold,0.0,False,False,-10.254288673400879,-11.498963356018066,-6.931817531585693,-9.37224292755127,-3.3224711418151855,2.8093732381490364,temp-v1_3b-p025-heated_oven_air-vs-bath_water,hot,3.0,warm_cold,0.03181404394052769,0.009163545279272475,0.8821648713093642,0.07685753947083558,"If the normal temperature for heated oven air is 180 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
heated oven air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.173587045181697,cool,1.0,False,False,-10.7340087890625,-12.305578231811523,-10.463485717773438,-11.77021312713623,-1.842092514038086,1.687776970031764,temp-v1_3b-p025-heated_oven_air-vs-bath_water,hot,3.0,warm_cold,0.34804791950618885,0.07229613914654517,0.4561689481906867,0.12348699315657934,"If the normal temperature for bath water is 38 degrees Celsius, then 25 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9043101019289015,hot,3.0,False,False,-7.449469089508057,-9.634099006652832,-9.087997436523438,-9.765647888183594,-1.6385283470153809,0.6351174155153594,temp-v1_3b-p035-freezer_air-vs-room_air,cold,0.0,warm_cold,0.711523519833843,0.08006017636939676,0.13822463155244197,0.07019167224431833,"If the normal temperature for freezer air is -18 degrees Celsius, then 35 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.3698407515233302,warm,2.0,False,False,-11.087240219116211,-11.118531227111816,-10.680129051208496,-10.853723526000977,-0.17359447479248047,1.690218424950516,temp-v1_3b-p035-freezer_air-vs-room_air,hot,3.0,warm_cold,0.21120668929870592,0.20470014809713144,0.3173319516450596,0.26676121095910293,"If the normal temperature for room air is 21 degrees Celsius, then 35 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9043101019289015,hot,3.0,False,False,-7.449469089508057,-9.634099006652832,-9.087997436523438,-9.765647888183594,-1.6385283470153809,0.6351174155153594,temp-v1_3b-p035-freezer_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.711523519833843,0.08006017636939676,0.13822463155244197,0.07019167224431833,"If the normal temperature for freezer air is -18 degrees Celsius, then 35 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2949935458791726,warm,2.0,False,False,-11.124168395996094,-11.657638549804688,-10.417501449584961,-10.817601203918457,-0.4000997543334961,1.887513703695459,temp-v1_3b-p035-freezer_air-vs-swimming_pool_water,hot,3.0,warm_cold,0.20110439034356176,0.11796098973908602,0.4076834741216684,0.2732511457956839,"If the normal temperature for swimming-pool water is 27 degrees Celsius, then 35 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.8206990235179957,cold,0.0,False,False,-11.340487480163574,-11.17557144165039,-9.035297393798828,-11.303293228149414,-2.305190086364746,2.517001348319584,temp-v1_3b-p035-freshly_served_tea-vs-freezer_air,hot,3.0,warm_cold,0.07551003665722018,0.08904854066541322,0.7570699622994375,0.07837146037792934,"If the normal temperature for freshly served tea is 80 degrees Celsius, then 35 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9043101019289015,hot,3.0,False,False,-7.449469089508057,-9.634099006652832,-9.087997436523438,-9.765647888183594,-1.6385283470153809,0.6351174155153594,temp-v1_3b-p035-freshly_served_tea-vs-freezer_air,cold,0.0,warm_cold,0.711523519833843,0.08006017636939676,0.13822463155244197,0.07019167224431833,"If the normal temperature for freezer air is -18 degrees Celsius, then 35 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.3779014977129049,cold,0.0,False,False,-10.395069122314453,-11.666759490966797,-6.769674301147461,-9.498818397521973,-3.625394821166992,2.8543477119151595,temp-v1_3b-p035-heated_oven_air-vs-freezer_air,hot,3.0,warm_cold,0.024230501307627383,0.006793198258608292,0.9096019127890224,0.05937438764474205,"If the normal temperature for heated oven air is 180 degrees Celsius, then 35 degrees Celsius would best be called",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,0.9043101019289015,hot,3.0,False,False,-7.449469089508057,-9.634099006652832,-9.087997436523438,-9.765647888183594,-1.6385283470153809,0.6351174155153594,temp-v1_3b-p035-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.711523519833843,0.08006017636939676,0.13822463155244197,0.07019167224431833,"If the normal temperature for freezer air is -18 degrees Celsius, then 35 degrees Celsius would best be called",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_b,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
