a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,context_type,control_type,design,dimension,has_semantic_scaffold,is_artificial_norm,is_borderline,is_counter_natural,log_ratio_a,log_ratio_b,pair_flipped,pair_id,pair_orientation_base_key,predicate_family,ratio_a,ratio_b,ratio_bucket_a,ratio_bucket_b,regime,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 25 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 25 centimeters feels",Type C dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-0.6097655716208943,-2.639057329615259,False,size-v2-fictional_semantic-p0025-Type_C_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-p0025-Type_C_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.5434782608695652,0.07142857142857142,0.543478,0.0714286,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,350,comparison_class_explicit,25 centimeters,gradable_scalar,centimeters,25
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 40 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 40 centimeters feels",Type A dax rods,Type D dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,3.6888794541139363,-0.40546510810816444,False,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_D_dax_rods,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_D_dax_rods,tiny_huge,40.0,0.6666666666666666,40,0.666667,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 40 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 40 centimeters feels",Type A dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,3.6888794541139363,-1.4469189829363254,False,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_E_dax_rods,tiny_huge,40.0,0.23529411764705882,40,0.235294,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,170,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 40 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 40 centimeters feels",Type F dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-2.169053700369523,3.6888794541139363,True,size-v2-fictional_semantic-p0040-Type_F_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0040-Type_A_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.11428571428571428,40.0,0.114286,40,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,1,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 40 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 40 centimeters feels",Type B dax rods,Type D dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,1.491654876777717,-0.40546510810816444,False,size-v2-fictional_semantic-p0040-Type_B_dax_rods-vs-Type_D_dax_rods,size-v2-fictional_semantic-p0040-Type_B_dax_rods-vs-Type_D_dax_rods,tiny_huge,4.444444444444445,0.6666666666666666,4.44444,0.666667,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 40 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 40 centimeters feels",Type B dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,1.491654876777717,-1.4469189829363254,False,size-v2-fictional_semantic-p0040-Type_B_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0040-Type_B_dax_rods-vs-Type_E_dax_rods,tiny_huge,4.444444444444445,0.23529411764705882,4.44444,0.235294,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,170,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 40 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 40 centimeters feels",Type F dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-2.169053700369523,1.491654876777717,True,size-v2-fictional_semantic-p0040-Type_F_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-p0040-Type_B_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.11428571428571428,4.444444444444445,0.114286,4.44444,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,9,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 40 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 40 centimeters feels",Type E dax rods,Type D dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.4469189829363254,-0.40546510810816444,True,size-v2-fictional_semantic-p0040-Type_E_dax_rods-vs-Type_D_dax_rods,size-v2-fictional_semantic-p0040-Type_D_dax_rods-vs-Type_E_dax_rods,tiny_huge,0.23529411764705882,0.6666666666666666,0.235294,0.666667,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,170,60,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 40 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 40 centimeters feels",Type D dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-0.40546510810816444,-2.169053700369523,False,size-v2-fictional_semantic-p0040-Type_D_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-p0040-Type_D_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.6666666666666666,0.11428571428571428,0.666667,0.114286,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,60,350,comparison_class_explicit,40 centimeters,gradable_scalar,centimeters,40
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 60 centimeters feels",large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 60 centimeters feels",Type A dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,4.0943445622221,0.2657031657330057,False,size-v2-fictional_semantic-p0060-Type_A_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-p0060-Type_A_dax_rods-vs-Type_C_dax_rods,tiny_huge,60.0,1.3043478260869565,60,1.30435,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,46,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 60 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 60 centimeters feels",Type A dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,4.0943445622221,-1.041453874828161,False,size-v2-fictional_semantic-p0060-Type_A_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0060-Type_A_dax_rods-vs-Type_E_dax_rods,tiny_huge,60.0,0.35294117647058826,60,0.352941,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 60 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 60 centimeters feels",Type A dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,4.0943445622221,-1.7635885922613588,False,size-v2-fictional_semantic-p0060-Type_A_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-p0060-Type_A_dax_rods-vs-Type_F_dax_rods,tiny_huge,60.0,0.17142857142857143,60,0.171429,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,350,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 60 centimeters feels",large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 60 centimeters feels",Type B dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,1.8971199848858813,0.2657031657330057,False,size-v2-fictional_semantic-p0060-Type_B_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-p0060-Type_B_dax_rods-vs-Type_C_dax_rods,tiny_huge,6.666666666666667,1.3043478260869565,6.66667,1.30435,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,46,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 60 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 60 centimeters feels",Type B dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,1.8971199848858813,-1.041453874828161,False,size-v2-fictional_semantic-p0060-Type_B_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0060-Type_B_dax_rods-vs-Type_E_dax_rods,tiny_huge,6.666666666666667,0.35294117647058826,6.66667,0.352941,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 60 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 60 centimeters feels",Type F dax rods,Type B dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.7635885922613588,1.8971199848858813,True,size-v2-fictional_semantic-p0060-Type_F_dax_rods-vs-Type_B_dax_rods,size-v2-fictional_semantic-p0060-Type_B_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.17142857142857143,6.666666666666667,0.171429,6.66667,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,9,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 60 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 60 centimeters feels",Type C dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,0.2657031657330057,-1.041453874828161,False,size-v2-fictional_semantic-p0060-Type_C_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0060-Type_C_dax_rods-vs-Type_E_dax_rods,tiny_huge,1.3043478260869565,0.35294117647058826,1.30435,0.352941,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,170,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 60 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 60 centimeters feels",Type C dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,0.2657031657330057,-1.7635885922613588,False,size-v2-fictional_semantic-p0060-Type_C_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-p0060-Type_C_dax_rods-vs-Type_F_dax_rods,tiny_huge,1.3043478260869565,0.17142857142857143,1.30435,0.171429,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,350,comparison_class_explicit,60 centimeters,gradable_scalar,centimeters,60
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 90 centimeters feels",large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 90 centimeters feels",Type A dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,4.499809670330265,0.6711682738411701,False,size-v2-fictional_semantic-p0090-Type_A_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-p0090-Type_A_dax_rods-vs-Type_C_dax_rods,tiny_huge,90.0,1.9565217391304348,90,1.95652,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,46,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 90 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 90 centimeters feels",Type D dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,0.4054651081081644,4.499809670330265,True,size-v2-fictional_semantic-p0090-Type_D_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0090-Type_A_dax_rods-vs-Type_D_dax_rods,tiny_huge,1.5,90.0,1.5,90,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,60,1,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 90 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 90 centimeters feels",Type A dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,4.499809670330265,-0.6359887667199967,False,size-v2-fictional_semantic-p0090-Type_A_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0090-Type_A_dax_rods-vs-Type_E_dax_rods,tiny_huge,90.0,0.5294117647058824,90,0.529412,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,1,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 90 centimeters feels",huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type A dax rods is 1 centimeter. Compared only to that 1-centimeter length standard for Type A dax rods, a dax body length of 90 centimeters feels",Type F dax rods,Type A dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,-1.3581234841531944,4.499809670330265,True,size-v2-fictional_semantic-p0090-Type_F_dax_rods-vs-Type_A_dax_rods,size-v2-fictional_semantic-p0090-Type_A_dax_rods-vs-Type_F_dax_rods,tiny_huge,0.2571428571428571,90.0,0.257143,90,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,350,1,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 90 centimeters feels",large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 90 centimeters feels",Type B dax rods,Type C dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,2.302585092994046,0.6711682738411701,False,size-v2-fictional_semantic-p0090-Type_B_dax_rods-vs-Type_C_dax_rods,size-v2-fictional_semantic-p0090-Type_B_dax_rods-vs-Type_C_dax_rods,tiny_huge,10.0,1.9565217391304348,10,1.95652,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,46,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 90 centimeters feels",large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 90 centimeters feels",Type B dax rods,Type D dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,2.302585092994046,0.4054651081081644,False,size-v2-fictional_semantic-p0090-Type_B_dax_rods-vs-Type_D_dax_rods,size-v2-fictional_semantic-p0090-Type_B_dax_rods-vs-Type_D_dax_rods,tiny_huge,10.0,1.5,10,1.5,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 90 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 90 centimeters feels",Type B dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,2.302585092994046,-0.6359887667199967,False,size-v2-fictional_semantic-p0090-Type_B_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0090-Type_B_dax_rods-vs-Type_E_dax_rods,tiny_huge,10.0,0.5294117647058824,10,0.529412,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type B dax rods is 9 centimeters. Compared only to that 9-centimeter length standard for Type B dax rods, a dax body length of 90 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 90 centimeters feels",Type B dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,2.302585092994046,-1.3581234841531944,False,size-v2-fictional_semantic-p0090-Type_B_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-p0090-Type_B_dax_rods-vs-Type_F_dax_rods,tiny_huge,10.0,0.2571428571428571,10,0.257143,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,9,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 90 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 90 centimeters feels",Type C dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,0.6711682738411701,-0.6359887667199967,False,size-v2-fictional_semantic-p0090-Type_C_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0090-Type_C_dax_rods-vs-Type_E_dax_rods,tiny_huge,1.9565217391304348,0.5294117647058824,1.95652,0.529412,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type C dax rods is 46 centimeters. Compared only to that 46-centimeter length standard for Type C dax rods, a dax body length of 90 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 90 centimeters feels",Type C dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,0.6711682738411701,-1.3581234841531944,False,size-v2-fictional_semantic-p0090-Type_C_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-p0090-Type_C_dax_rods-vs-Type_F_dax_rods,tiny_huge,1.9565217391304348,0.2571428571428571,1.95652,0.257143,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,46,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 90 centimeters feels",small,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type E dax rods is 170 centimeters. Compared only to that 170-centimeter length standard for Type E dax rods, a dax body length of 90 centimeters feels",Type D dax rods,Type E dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,0.4054651081081644,-0.6359887667199967,False,size-v2-fictional_semantic-p0090-Type_D_dax_rods-vs-Type_E_dax_rods,size-v2-fictional_semantic-p0090-Type_D_dax_rods-vs-Type_E_dax_rods,tiny_huge,1.5,0.5294117647058824,1.5,0.529412,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,60,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type D dax rods is 60 centimeters. Compared only to that 60-centimeter length standard for Type D dax rods, a dax body length of 90 centimeters feels",tiny,"In this measurement task, a dax is a manufactured rod-like object. Only body length matters. The normal body length for Type F dax rods is 350 centimeters. Compared only to that 350-centimeter length standard for Type F dax rods, a dax body length of 90 centimeters feels",Type D dax rods,Type F dax rods,fictional_semantic_scaffold,standard_explicit,size_v2_behavioral_lockin_same_value_different_standard,size,True,False,False,False,0.4054651081081644,-1.3581234841531944,False,size-v2-fictional_semantic-p0090-Type_D_dax_rods-vs-Type_F_dax_rods,size-v2-fictional_semantic-p0090-Type_D_dax_rods-vs-Type_F_dax_rods,tiny_huge,1.5,0.2571428571428571,1.5,0.257143,fictional_semantic,relative_open_size,bierwisch_kennedy_size_v2_fictional_semantic,60,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
