a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,design,dimension,is_artificial_norm,is_borderline,pair_id,predicate_family,ratio_a,ratio_b,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 90 centimeters feels",large,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 90 centimeters feels",a house mouse,a labrador dog,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0090-a_house_mouse-vs-a_labrador_dog,tiny_huge,10.0,1.5,relative_open_size,bierwisch_kennedy_size_v1_1,9,60,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 90 centimeters feels",small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",a house mouse,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0090-a_house_mouse-vs-an_adult_human,tiny_huge,10.0,0.5294117647058824,relative_open_size,bierwisch_kennedy_size_v1_1,9,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 90 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0090-a_house_mouse-vs-an_african_elephant,tiny_huge,10.0,0.2571428571428571,relative_open_size,bierwisch_kennedy_size_v1_1,9,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 90 centimeters feels",small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0090-a_domestic_cat-vs-an_adult_human,tiny_huge,1.9565217391304348,0.5294117647058824,relative_open_size,bierwisch_kennedy_size_v1_1,46,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 90 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",a domestic cat,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0090-a_domestic_cat-vs-an_african_elephant,tiny_huge,1.9565217391304348,0.2571428571428571,relative_open_size,bierwisch_kennedy_size_v1_1,46,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 90 centimeters feels",small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",a labrador dog,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0090-a_labrador_dog-vs-an_adult_human,tiny_huge,1.5,0.5294117647058824,relative_open_size,bierwisch_kennedy_size_v1_1,60,170,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
large,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 90 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",a labrador dog,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0090-a_labrador_dog-vs-an_african_elephant,tiny_huge,1.5,0.2571428571428571,relative_open_size,bierwisch_kennedy_size_v1_1,60,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 90 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 90 centimeters feels",an adult human,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0090-an_adult_human-vs-an_african_elephant,tiny_huge,0.5294117647058824,0.2571428571428571,relative_open_size,bierwisch_kennedy_size_v1_1,170,350,comparison_class_explicit,90 centimeters,gradable_scalar,centimeters,90
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 130 centimeters feels",small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-an_ant-vs-an_adult_human,tiny_huge,130.0,0.7647058823529411,relative_open_size,bierwisch_kennedy_size_v1_1,1,170,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-an_ant-vs-an_african_elephant,tiny_huge,130.0,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_1,1,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 130 centimeters feels",small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",a house mouse,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-a_house_mouse-vs-an_adult_human,tiny_huge,14.444444444444445,0.7647058823529411,relative_open_size,bierwisch_kennedy_size_v1_1,9,170,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-a_house_mouse-vs-an_african_elephant,tiny_huge,14.444444444444445,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_1,9,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 130 centimeters feels",small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-a_domestic_cat-vs-an_adult_human,tiny_huge,2.8260869565217392,0.7647058823529411,relative_open_size,bierwisch_kennedy_size_v1_1,46,170,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",a domestic cat,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-a_domestic_cat-vs-an_african_elephant,tiny_huge,2.8260869565217392,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_1,46,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 130 centimeters feels",small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",a labrador dog,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-a_labrador_dog-vs-an_adult_human,tiny_huge,2.1666666666666665,0.7647058823529411,relative_open_size,bierwisch_kennedy_size_v1_1,60,170,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",a labrador dog,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-a_labrador_dog-vs-an_african_elephant,tiny_huge,2.1666666666666665,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_1,60,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
small,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 130 centimeters feels",tiny,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 130 centimeters feels",an adult human,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0130-an_adult_human-vs-an_african_elephant,tiny_huge,0.7647058823529411,0.37142857142857144,relative_open_size,bierwisch_kennedy_size_v1_1,170,350,comparison_class_explicit,130 centimeters,gradable_scalar,centimeters,130
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 200 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-an_ant-vs-an_adult_human,tiny_huge,200.0,1.1764705882352942,relative_open_size,bierwisch_kennedy_size_v1_1,1,170,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 200 centimeters feels",small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-an_ant-vs-an_african_elephant,tiny_huge,200.0,0.5714285714285714,relative_open_size,bierwisch_kennedy_size_v1_1,1,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 200 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",a house mouse,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-a_house_mouse-vs-an_adult_human,tiny_huge,22.22222222222222,1.1764705882352942,relative_open_size,bierwisch_kennedy_size_v1_1,9,170,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 200 centimeters feels",small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-a_house_mouse-vs-an_african_elephant,tiny_huge,22.22222222222222,0.5714285714285714,relative_open_size,bierwisch_kennedy_size_v1_1,9,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 200 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-a_domestic_cat-vs-an_adult_human,tiny_huge,4.3478260869565215,1.1764705882352942,relative_open_size,bierwisch_kennedy_size_v1_1,46,170,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 200 centimeters feels",small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",a domestic cat,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-a_domestic_cat-vs-an_african_elephant,tiny_huge,4.3478260869565215,0.5714285714285714,relative_open_size,bierwisch_kennedy_size_v1_1,46,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 200 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",a labrador dog,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-a_labrador_dog-vs-an_adult_human,tiny_huge,3.3333333333333335,1.1764705882352942,relative_open_size,bierwisch_kennedy_size_v1_1,60,170,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 200 centimeters feels",small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",a labrador dog,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-a_labrador_dog-vs-an_african_elephant,tiny_huge,3.3333333333333335,0.5714285714285714,relative_open_size,bierwisch_kennedy_size_v1_1,60,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 200 centimeters feels",small,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 200 centimeters feels",an adult human,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0200-an_adult_human-vs-an_african_elephant,tiny_huge,1.1764705882352942,0.5714285714285714,relative_open_size,bierwisch_kennedy_size_v1_1,170,350,comparison_class_explicit,200 centimeters,gradable_scalar,centimeters,200
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 320 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 320 centimeters feels",an ant,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0320-an_ant-vs-an_adult_human,tiny_huge,320.0,1.8823529411764706,relative_open_size,bierwisch_kennedy_size_v1_1,1,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 320 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 320 centimeters feels",a house mouse,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0320-a_house_mouse-vs-an_adult_human,tiny_huge,35.55555555555556,1.8823529411764706,relative_open_size,bierwisch_kennedy_size_v1_1,9,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 320 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 320 centimeters feels",a domestic cat,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0320-a_domestic_cat-vs-an_adult_human,tiny_huge,6.956521739130435,1.8823529411764706,relative_open_size,bierwisch_kennedy_size_v1_1,46,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 320 centimeters feels",large,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 320 centimeters feels",a labrador dog,an adult human,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0320-a_labrador_dog-vs-an_adult_human,tiny_huge,5.333333333333333,1.8823529411764706,relative_open_size,bierwisch_kennedy_size_v1_1,60,170,comparison_class_explicit,320 centimeters,gradable_scalar,centimeters,320
huge,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 500 centimeters feels",large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",an ant,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0500-an_ant-vs-an_african_elephant,tiny_huge,500.0,1.4285714285714286,relative_open_size,bierwisch_kennedy_size_v1_1,1,350,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
huge,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 500 centimeters feels",large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",a house mouse,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0500-a_house_mouse-vs-an_african_elephant,tiny_huge,55.55555555555556,1.4285714285714286,relative_open_size,bierwisch_kennedy_size_v1_1,9,350,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
huge,"The normal body length for a domestic cat is 46 centimeters. Compared only to that 46-centimeter baseline for a domestic cat, a body length of 500 centimeters feels",large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",a domestic cat,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0500-a_domestic_cat-vs-an_african_elephant,tiny_huge,10.869565217391305,1.4285714285714286,relative_open_size,bierwisch_kennedy_size_v1_1,46,350,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
huge,"The normal body length for a labrador dog is 60 centimeters. Compared only to that 60-centimeter baseline for a labrador dog, a body length of 500 centimeters feels",large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",a labrador dog,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0500-a_labrador_dog-vs-an_african_elephant,tiny_huge,8.333333333333334,1.4285714285714286,relative_open_size,bierwisch_kennedy_size_v1_1,60,350,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
huge,"The normal body length for an adult human is 170 centimeters. Compared only to that 170-centimeter baseline for an adult human, a body length of 500 centimeters feels",large,"The normal body length for an african elephant is 350 centimeters. Compared only to that 350-centimeter baseline for an african elephant, a body length of 500 centimeters feels",an adult human,an african elephant,standard_explicit,same_scalar_different_explicit_standard,size,False,False,size-v1_1-p0500-an_adult_human-vs-an_african_elephant,tiny_huge,2.9411764705882355,1.4285714285714286,relative_open_size,bierwisch_kennedy_size_v1_1,170,350,comparison_class_explicit,500 centimeters,gradable_scalar,centimeters,500
