a_expected_label,a_prompt,b_expected_label,b_prompt,comparison_a,comparison_b,control_type,delta_a,delta_b,design,dimension,is_artificial_norm,is_borderline,pair_flipped,pair_id,pair_orientation_base_key,paraphrase,predicate_family,scale_type,source,standard_a,standard_b,standard_type,target,type,unit,value
warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 45 degrees Celsius is",hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 45 degrees Celsius is",bath water,freezer air,standard_explicit,7,63,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p045-bath_water-vs-freezer_air,temp-v1_3c-p045-freezer_air-vs-bath_water,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,38,-18,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 45 degrees Celsius is",hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 45 degrees Celsius is",freshly served tea,freezer air,standard_explicit,-35,63,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p045-freshly_served_tea-vs-freezer_air,temp-v1_3c-p045-freezer_air-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,80,-18,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 45 degrees Celsius is",cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 45 degrees Celsius is",freezer air,heated oven air,standard_explicit,63,-135,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p045-freezer_air-vs-heated_oven_air,temp-v1_3c-p045-freezer_air-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,-18,180,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 45 degrees Celsius is",hot,"For room air, normal is 21 degrees Celsius. Compared to that, 45 degrees Celsius is",swimming-pool water,room air,standard_explicit,18,24,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p045-swimming_pool_water-vs-room_air,temp-v1_3c-p045-room_air-vs-swimming_pool_water,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,27,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
hot,"For room air, normal is 21 degrees Celsius. Compared to that, 45 degrees Celsius is",warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 45 degrees Celsius is",room air,bath water,standard_explicit,24,7,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p045-room_air-vs-bath_water,temp-v1_3c-p045-room_air-vs-bath_water,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,21,38,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 45 degrees Celsius is",hot,"For room air, normal is 21 degrees Celsius. Compared to that, 45 degrees Celsius is",freshly served tea,room air,standard_explicit,-35,24,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p045-freshly_served_tea-vs-room_air,temp-v1_3c-p045-room_air-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,80,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 45 degrees Celsius is",hot,"For room air, normal is 21 degrees Celsius. Compared to that, 45 degrees Celsius is",heated oven air,room air,standard_explicit,-135,24,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p045-heated_oven_air-vs-room_air,temp-v1_3c-p045-room_air-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,21,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 45 degrees Celsius is",cold,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 45 degrees Celsius is",swimming-pool water,freshly served tea,standard_explicit,18,-35,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p045-swimming_pool_water-vs-freshly_served_tea,temp-v1_3c-p045-swimming_pool_water-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,27,80,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
warm,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 45 degrees Celsius is",cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 45 degrees Celsius is",swimming-pool water,heated oven air,standard_explicit,18,-135,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p045-swimming_pool_water-vs-heated_oven_air,temp-v1_3c-p045-swimming_pool_water-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,27,180,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 45 degrees Celsius is",warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 45 degrees Celsius is",freshly served tea,bath water,standard_explicit,-35,7,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p045-freshly_served_tea-vs-bath_water,temp-v1_3c-p045-bath_water-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,80,38,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 45 degrees Celsius is",warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 45 degrees Celsius is",heated oven air,bath water,standard_explicit,-135,7,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p045-heated_oven_air-vs-bath_water,temp-v1_3c-p045-bath_water-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,38,comparison_class_explicit,45 degrees Celsius,gradable_scalar,Celsius,45
hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 55 degrees Celsius is",warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 55 degrees Celsius is",freezer air,bath water,standard_explicit,73,17,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p055-freezer_air-vs-bath_water,temp-v1_3c-p055-freezer_air-vs-bath_water,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,-18,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 55 degrees Celsius is",cold,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 55 degrees Celsius is",freezer air,freshly served tea,standard_explicit,73,-25,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p055-freezer_air-vs-freshly_served_tea,temp-v1_3c-p055-freezer_air-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,-18,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 55 degrees Celsius is",hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 55 degrees Celsius is",heated oven air,freezer air,standard_explicit,-125,73,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p055-heated_oven_air-vs-freezer_air,temp-v1_3c-p055-freezer_air-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,-18,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 55 degrees Celsius is",hot,"For room air, normal is 21 degrees Celsius. Compared to that, 55 degrees Celsius is",bath water,room air,standard_explicit,17,34,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p055-bath_water-vs-room_air,temp-v1_3c-p055-room_air-vs-bath_water,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,38,21,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For room air, normal is 21 degrees Celsius. Compared to that, 55 degrees Celsius is",cold,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 55 degrees Celsius is",room air,freshly served tea,standard_explicit,34,-25,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p055-room_air-vs-freshly_served_tea,temp-v1_3c-p055-room_air-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,21,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For room air, normal is 21 degrees Celsius. Compared to that, 55 degrees Celsius is",cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 55 degrees Celsius is",room air,heated oven air,standard_explicit,34,-125,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p055-room_air-vs-heated_oven_air,temp-v1_3c-p055-room_air-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,21,180,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 55 degrees Celsius is",warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 55 degrees Celsius is",swimming-pool water,bath water,standard_explicit,28,17,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p055-swimming_pool_water-vs-bath_water,temp-v1_3c-p055-swimming_pool_water-vs-bath_water,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,27,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
hot,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 55 degrees Celsius is",cold,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 55 degrees Celsius is",swimming-pool water,freshly served tea,standard_explicit,28,-25,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p055-swimming_pool_water-vs-freshly_served_tea,temp-v1_3c-p055-swimming_pool_water-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,27,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 55 degrees Celsius is",hot,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 55 degrees Celsius is",heated oven air,swimming-pool water,standard_explicit,-125,28,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p055-heated_oven_air-vs-swimming_pool_water,temp-v1_3c-p055-swimming_pool_water-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,27,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 55 degrees Celsius is",cold,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 55 degrees Celsius is",bath water,freshly served tea,standard_explicit,17,-25,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p055-bath_water-vs-freshly_served_tea,temp-v1_3c-p055-bath_water-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,38,80,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 55 degrees Celsius is",warm,"For bath water, normal is 38 degrees Celsius. Compared to that, 55 degrees Celsius is",heated oven air,bath water,standard_explicit,-125,17,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p055-heated_oven_air-vs-bath_water,temp-v1_3c-p055-bath_water-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,38,comparison_class_explicit,55 degrees Celsius,gradable_scalar,Celsius,55
warm,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 85 degrees Celsius is",hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 85 degrees Celsius is",freshly served tea,freezer air,standard_explicit,5,103,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p085-freshly_served_tea-vs-freezer_air,temp-v1_3c-p085-freezer_air-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,80,-18,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 85 degrees Celsius is",hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 85 degrees Celsius is",heated oven air,freezer air,standard_explicit,-95,103,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p085-heated_oven_air-vs-freezer_air,temp-v1_3c-p085-freezer_air-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,-18,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
hot,"For room air, normal is 21 degrees Celsius. Compared to that, 85 degrees Celsius is",warm,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 85 degrees Celsius is",room air,freshly served tea,standard_explicit,64,5,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p085-room_air-vs-freshly_served_tea,temp-v1_3c-p085-room_air-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,21,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
hot,"For room air, normal is 21 degrees Celsius. Compared to that, 85 degrees Celsius is",cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 85 degrees Celsius is",room air,heated oven air,standard_explicit,64,-95,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p085-room_air-vs-heated_oven_air,temp-v1_3c-p085-room_air-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,21,180,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
warm,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 85 degrees Celsius is",hot,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 85 degrees Celsius is",freshly served tea,swimming-pool water,standard_explicit,5,58,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p085-freshly_served_tea-vs-swimming_pool_water,temp-v1_3c-p085-swimming_pool_water-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,80,27,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 85 degrees Celsius is",hot,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 85 degrees Celsius is",heated oven air,swimming-pool water,standard_explicit,-95,58,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p085-heated_oven_air-vs-swimming_pool_water,temp-v1_3c-p085-swimming_pool_water-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,27,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
hot,"For bath water, normal is 38 degrees Celsius. Compared to that, 85 degrees Celsius is",warm,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 85 degrees Celsius is",bath water,freshly served tea,standard_explicit,47,5,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p085-bath_water-vs-freshly_served_tea,temp-v1_3c-p085-bath_water-vs-freshly_served_tea,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,38,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 85 degrees Celsius is",hot,"For bath water, normal is 38 degrees Celsius. Compared to that, 85 degrees Celsius is",heated oven air,bath water,standard_explicit,-95,47,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p085-heated_oven_air-vs-bath_water,temp-v1_3c-p085-bath_water-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,38,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 85 degrees Celsius is",warm,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 85 degrees Celsius is",heated oven air,freshly served tea,standard_explicit,-95,5,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p085-heated_oven_air-vs-freshly_served_tea,temp-v1_3c-p085-freshly_served_tea-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,80,comparison_class_explicit,85 degrees Celsius,gradable_scalar,Celsius,85
hot,"For freezer air, normal is -18 degrees Celsius. Compared to that, 120 degrees Celsius is",cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 120 degrees Celsius is",freezer air,heated oven air,standard_explicit,138,-60,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p120-freezer_air-vs-heated_oven_air,temp-v1_3c-p120-freezer_air-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,-18,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
hot,"For room air, normal is 21 degrees Celsius. Compared to that, 120 degrees Celsius is",cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 120 degrees Celsius is",room air,heated oven air,standard_explicit,99,-60,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p120-room_air-vs-heated_oven_air,temp-v1_3c-p120-room_air-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,21,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
hot,"For swimming-pool water, normal is 27 degrees Celsius. Compared to that, 120 degrees Celsius is",cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 120 degrees Celsius is",swimming-pool water,heated oven air,standard_explicit,93,-60,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p120-swimming_pool_water-vs-heated_oven_air,temp-v1_3c-p120-swimming_pool_water-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,27,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 120 degrees Celsius is",hot,"For bath water, normal is 38 degrees Celsius. Compared to that, 120 degrees Celsius is",heated oven air,bath water,standard_explicit,-60,82,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,True,temp-v1_3c-p120-heated_oven_air-vs-bath_water,temp-v1_3c-p120-bath_water-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,180,38,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
hot,"For freshly served tea, normal is 80 degrees Celsius. Compared to that, 120 degrees Celsius is",cold,"For heated oven air, normal is 180 degrees Celsius. Compared to that, 120 degrees Celsius is",freshly served tea,heated oven air,standard_explicit,40,-60,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,False,False,False,temp-v1_3c-p120-freshly_served_tea-vs-heated_oven_air,temp-v1_3c-p120-freshly_served_tea-vs-heated_oven_air,c,warm_cold,relative_open_temperature,bierwisch_kennedy_temperature_v1_3_c,80,180,comparison_class_explicit,120 degrees Celsius,gradable_scalar,Celsius,120
