comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_cold,logscore_cool,logscore_hot,logscore_warm,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_cold,prob_cool,prob_hot,prob_warm,prompt,scale_type,side,source,standard_type,target,type,unit,value
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.218631181611587,hot,3.0,False,False,-7.284409999847412,-8.760948181152344,-7.866149425506592,-6.944504261016846,-0.9216451644897461,1.4770005816071199,temp-v1_3a-p015-freezer_air-vs-swimming_pool_water,warm,2.0,warm_cold,0.3132667624280279,0.0715586163107205,0.17509272277389626,0.4400818984873554,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.231595666394678,cool,1.0,False,False,-6.764595985412598,-8.507691383361816,-6.5557403564453125,-6.509472846984863,-1.9982185363769531,1.7450662173758298,temp-v1_3a-p015-freezer_air-vs-swimming_pool_water,warm,2.0,warm_cold,0.27042627310455813,0.04731863087416658,0.3332373944591124,0.349017701562163,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2353212078276052,cold,0.0,False,False,-7.34405517578125,-8.283099174499512,-6.85648250579834,-6.5372209548950195,-0.8068342208862305,1.855015410061731,temp-v1_3a-p015-bath_water-vs-freezer_air,warm,2.0,warm_cold,0.19010817117078452,0.07433257146513053,0.3095643238684305,0.4259949334956544,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.218631181611587,hot,3.0,False,False,-7.284409999847412,-8.760948181152344,-7.866149425506592,-6.944504261016846,-0.9216451644897461,1.4770005816071199,temp-v1_3a-p015-bath_water-vs-freezer_air,warm,2.0,warm_cold,0.3132667624280279,0.0715586163107205,0.17509272277389626,0.4400818984873554,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.218631181611587,hot,3.0,False,False,-7.284409999847412,-8.760948181152344,-7.866149425506592,-6.944504261016846,-0.9216451644897461,1.4770005816071199,temp-v1_3a-p015-freezer_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.3132667624280279,0.0715586163107205,0.17509272277389626,0.4400818984873554,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.056269136499554,cold,0.0,False,False,-7.008777618408203,-8.136587142944336,-5.65524959564209,-6.850110054016113,-1.3535280227661133,2.2430309610584676,temp-v1_3a-p015-freezer_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.15706604242510178,0.05084881634056412,0.6080118622492354,0.18407327898509868,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1696029260539118,cold,0.0,False,False,-6.286989212036133,-8.69120979309082,-6.415936470031738,-5.9234514236450195,-0.3635377883911133,1.6445425653541121,temp-v1_3a-p015-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.29344742915483285,0.026508831063341978,0.25794625472711974,0.42209748505470546,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.218631181611587,hot,3.0,False,False,-7.284409999847412,-8.760948181152344,-7.866149425506592,-6.944504261016846,-0.9216451644897461,1.4770005816071199,temp-v1_3a-p015-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.3132667624280279,0.0715586163107205,0.17509272277389626,0.4400818984873554,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1833903241664578,cool,1.0,False,False,-6.969974994659424,-8.508252143859863,-6.600193500518799,-6.186068058013916,-2.3221840858459473,1.841858233751149,temp-v1_3a-p015-room_air-vs-bath_water,warm,2.0,warm_cold,0.20609289373069267,0.04425860688369362,0.2983026280962279,0.45134587128938575,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2353212078276052,cold,0.0,False,False,-7.34405517578125,-8.283099174499512,-6.85648250579834,-6.5372209548950195,-0.8068342208862305,1.855015410061731,temp-v1_3a-p015-room_air-vs-bath_water,warm,2.0,warm_cold,0.19010817117078452,0.07433257146513053,0.3095643238684305,0.4259949334956544,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1833903241664578,cool,1.0,False,False,-6.969974994659424,-8.508252143859863,-6.600193500518799,-6.186068058013916,-2.3221840858459473,1.841858233751149,temp-v1_3a-p015-room_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.20609289373069267,0.04425860688369362,0.2983026280962279,0.45134587128938575,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.056269136499554,cold,0.0,False,False,-7.008777618408203,-8.136587142944336,-5.65524959564209,-6.850110054016113,-1.3535280227661133,2.2430309610584676,temp-v1_3a-p015-room_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.15706604242510178,0.05084881634056412,0.6080118622492354,0.18407327898509868,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1833903241664578,cool,1.0,False,False,-6.969974994659424,-8.508252143859863,-6.600193500518799,-6.186068058013916,-2.3221840858459473,1.841858233751149,temp-v1_3a-p015-room_air-vs-heated_oven_air,warm,2.0,warm_cold,0.20609289373069267,0.04425860688369362,0.2983026280962279,0.45134587128938575,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
room air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1696029260539118,cold,0.0,False,False,-6.286989212036133,-8.69120979309082,-6.415936470031738,-5.9234514236450195,-0.3635377883911133,1.6445425653541121,temp-v1_3a-p015-room_air-vs-heated_oven_air,warm,2.0,warm_cold,0.29344742915483285,0.026508831063341978,0.25794625472711974,0.42209748505470546,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
swimming-pool water,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.231595666394678,cool,1.0,False,False,-6.764595985412598,-8.507691383361816,-6.5557403564453125,-6.509472846984863,-1.9982185363769531,1.7450662173758298,temp-v1_3a-p015-swimming_pool_water-vs-bath_water,warm,2.0,warm_cold,0.27042627310455813,0.04731863087416658,0.3332373944591124,0.349017701562163,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
swimming-pool water,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2353212078276052,cold,0.0,False,False,-7.34405517578125,-8.283099174499512,-6.85648250579834,-6.5372209548950195,-0.8068342208862305,1.855015410061731,temp-v1_3a-p015-swimming_pool_water-vs-bath_water,warm,2.0,warm_cold,0.19010817117078452,0.07433257146513053,0.3095643238684305,0.4259949334956544,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freshly served tea,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.056269136499554,cold,0.0,False,False,-7.008777618408203,-8.136587142944336,-5.65524959564209,-6.850110054016113,-1.3535280227661133,2.2430309610584676,temp-v1_3a-p015-freshly_served_tea-vs-swimming_pool_water,hot,3.0,warm_cold,0.15706604242510178,0.05084881634056412,0.6080118622492354,0.18407327898509868,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freshly served tea,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.231595666394678,cool,1.0,False,False,-6.764595985412598,-8.507691383361816,-6.5557403564453125,-6.509472846984863,-1.9982185363769531,1.7450662173758298,temp-v1_3a-p015-freshly_served_tea-vs-swimming_pool_water,warm,2.0,warm_cold,0.27042627310455813,0.04731863087416658,0.3332373944591124,0.349017701562163,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
swimming-pool water,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.231595666394678,cool,1.0,False,False,-6.764595985412598,-8.507691383361816,-6.5557403564453125,-6.509472846984863,-1.9982185363769531,1.7450662173758298,temp-v1_3a-p015-swimming_pool_water-vs-heated_oven_air,warm,2.0,warm_cold,0.27042627310455813,0.04731863087416658,0.3332373944591124,0.349017701562163,"For swimming-pool water, a typical temperature is 27 degrees Celsius. Relative to that 27-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
swimming-pool water,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1696029260539118,cold,0.0,False,False,-6.286989212036133,-8.69120979309082,-6.415936470031738,-5.9234514236450195,-0.3635377883911133,1.6445425653541121,temp-v1_3a-p015-swimming_pool_water-vs-heated_oven_air,warm,2.0,warm_cold,0.29344742915483285,0.026508831063341978,0.25794625472711974,0.42209748505470546,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 15 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,15 degrees Celsius,gradable_scalar,Celsius,15
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2932852866795002,hot,3.0,False,False,-7.3077239990234375,-8.56435775756836,-7.668481826782227,-7.260379791259766,-0.40810203552246094,1.476126616589461,temp-v1_3a-p025-freezer_air-vs-room_air,warm,2.0,warm_cold,0.3300067406282751,0.09392337796619188,0.2300634758122033,0.34600640559332974,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freezer air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1426725172884835,warm,2.0,False,False,-7.756259441375732,-8.491588592529297,-6.817640781402588,-6.386353015899658,0.4312877655029297,2.009672832660507,temp-v1_3a-p025-freezer_air-vs-room_air,warm,2.0,warm_cold,0.12545827124357095,0.06013812814253958,0.3207275032901885,0.49367609732370094,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2722479028488087,cool,1.0,False,False,-7.524353504180908,-7.936512470245361,-7.102169513702393,-6.6181464195251465,-1.3183660507202148,1.7992150498905808,temp-v1_3a-p025-bath_water-vs-freezer_air,warm,2.0,warm_cold,0.1766027590711198,0.11694970203896464,0.26937027007178505,0.4370772688181305,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2932852866795002,hot,3.0,False,False,-7.3077239990234375,-8.56435775756836,-7.668481826782227,-7.260379791259766,-0.40810203552246094,1.476126616589461,temp-v1_3a-p025-bath_water-vs-freezer_air,warm,2.0,warm_cold,0.3300067406282751,0.09392337796619188,0.2300634758122033,0.34600640559332974,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2932852866795002,hot,3.0,False,False,-7.3077239990234375,-8.56435775756836,-7.668481826782227,-7.260379791259766,-0.40810203552246094,1.476126616589461,temp-v1_3a-p025-freezer_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.3300067406282751,0.09392337796619188,0.2300634758122033,0.34600640559332974,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0488625402279124,cold,0.0,False,False,-7.4245405197143555,-8.00793170928955,-5.7451324462890625,-6.837617874145508,-1.679408073425293,2.321646172051226,temp-v1_3a-p025-freezer_air-vs-freshly_served_tea,hot,3.0,warm_cold,0.11469429871877572,0.06399974681257796,0.6150345163013552,0.2062714381672912,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2932852866795002,hot,3.0,False,False,-7.3077239990234375,-8.56435775756836,-7.668481826782227,-7.260379791259766,-0.40810203552246094,1.476126616589461,temp-v1_3a-p025-freezer_air-vs-heated_oven_air,warm,2.0,warm_cold,0.3300067406282751,0.09392337796619188,0.2300634758122033,0.34600640559332974,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.177914814802901,cold,0.0,False,False,-6.341558933258057,-8.654589653015137,-6.379735469818115,-5.967113971710205,-0.37444496154785156,1.6767580365451882,temp-v1_3a-p025-freezer_air-vs-heated_oven_air,warm,2.0,warm_cold,0.2844393522826984,0.02814836688299013,0.273785107993575,0.41362717284073647,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
bath water,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2722479028488087,cool,1.0,False,False,-7.524353504180908,-7.936512470245361,-7.102169513702393,-6.6181464195251465,-1.3183660507202148,1.7992150498905808,temp-v1_3a-p025-bath_water-vs-room_air,warm,2.0,warm_cold,0.1766027590711198,0.11694970203896464,0.26937027007178505,0.4370772688181305,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
bath water,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1426725172884835,warm,2.0,False,False,-7.756259441375732,-8.491588592529297,-6.817640781402588,-6.386353015899658,0.4312877655029297,2.009672832660507,temp-v1_3a-p025-bath_water-vs-room_air,warm,2.0,warm_cold,0.12545827124357095,0.06013812814253958,0.3207275032901885,0.49367609732370094,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freshly served tea,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0488625402279124,cold,0.0,False,False,-7.4245405197143555,-8.00793170928955,-5.7451324462890625,-6.837617874145508,-1.679408073425293,2.321646172051226,temp-v1_3a-p025-freshly_served_tea-vs-room_air,hot,3.0,warm_cold,0.11469429871877572,0.06399974681257796,0.6150345163013552,0.2062714381672912,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freshly served tea,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1426725172884835,warm,2.0,False,False,-7.756259441375732,-8.491588592529297,-6.817640781402588,-6.386353015899658,0.4312877655029297,2.009672832660507,temp-v1_3a-p025-freshly_served_tea-vs-room_air,warm,2.0,warm_cold,0.12545827124357095,0.06013812814253958,0.3207275032901885,0.49367609732370094,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
room air,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1426725172884835,warm,2.0,False,False,-7.756259441375732,-8.491588592529297,-6.817640781402588,-6.386353015899658,0.4312877655029297,2.009672832660507,temp-v1_3a-p025-room_air-vs-heated_oven_air,warm,2.0,warm_cold,0.12545827124357095,0.06013812814253958,0.3207275032901885,0.49367609732370094,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
room air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.177914814802901,cold,0.0,False,False,-6.341558933258057,-8.654589653015137,-6.379735469818115,-5.967113971710205,-0.37444496154785156,1.6767580365451882,temp-v1_3a-p025-room_air-vs-heated_oven_air,warm,2.0,warm_cold,0.2844393522826984,0.02814836688299013,0.273785107993575,0.41362717284073647,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freshly served tea,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.0488625402279124,cold,0.0,False,False,-7.4245405197143555,-8.00793170928955,-5.7451324462890625,-6.837617874145508,-1.679408073425293,2.321646172051226,temp-v1_3a-p025-freshly_served_tea-vs-bath_water,hot,3.0,warm_cold,0.11469429871877572,0.06399974681257796,0.6150345163013552,0.2062714381672912,"For freshly served tea, a typical temperature is 80 degrees Celsius. Relative to that 80-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
freshly served tea,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2722479028488087,cool,1.0,False,False,-7.524353504180908,-7.936512470245361,-7.102169513702393,-6.6181464195251465,-1.3183660507202148,1.7992150498905808,temp-v1_3a-p025-freshly_served_tea-vs-bath_water,warm,2.0,warm_cold,0.1766027590711198,0.11694970203896464,0.26937027007178505,0.4370772688181305,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
heated oven air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.177914814802901,cold,0.0,False,False,-6.341558933258057,-8.654589653015137,-6.379735469818115,-5.967113971710205,-0.37444496154785156,1.6767580365451882,temp-v1_3a-p025-heated_oven_air-vs-bath_water,warm,2.0,warm_cold,0.2844393522826984,0.02814836688299013,0.273785107993575,0.41362717284073647,"For heated oven air, a typical temperature is 180 degrees Celsius. Relative to that 180-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
heated oven air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2722479028488087,cool,1.0,False,False,-7.524353504180908,-7.936512470245361,-7.102169513702393,-6.6181464195251465,-1.3183660507202148,1.7992150498905808,temp-v1_3a-p025-heated_oven_air-vs-bath_water,warm,2.0,warm_cold,0.1766027590711198,0.11694970203896464,0.26937027007178505,0.4370772688181305,"For bath water, a typical temperature is 38 degrees Celsius. Relative to that 38-degree reference, a temperature of 25 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,25 degrees Celsius,gradable_scalar,Celsius,25
room air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.1648704023707057,warm,2.0,False,False,-7.339493751525879,-8.90960693359375,-6.692647933959961,-6.481106758117676,0.21154117584228516,1.9454957666317028,temp-v1_3a-p035-room_air-vs-freezer_air,warm,2.0,warm_cold,0.18258563933171765,0.03798176353271654,0.34864880882785443,0.43078378830771136,"For room air, a typical temperature is 21 degrees Celsius. Relative to that 21-degree reference, a temperature of 35 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
room air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2724367706218582,hot,3.0,False,False,-7.460549831390381,-8.889525413513184,-7.550856113433838,-7.290773868560791,-0.2600822448730469,1.602814365699545,temp-v1_3a-p035-room_air-vs-freezer_air,warm,2.0,warm_cold,0.2995586150886516,0.07176052444877891,0.2736921203256272,0.35498874013694226,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 35 degrees Celsius is best described as",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation_paraphrase_sweep,temperature,1.2724367706218582,hot,3.0,False,False,-7.460549831390381,-8.889525413513184,-7.550856113433838,-7.290773868560791,-0.2600822448730469,1.602814365699545,temp-v1_3a-p035-freezer_air-vs-swimming_pool_water,warm,2.0,warm_cold,0.2995586150886516,0.07176052444877891,0.2736921203256272,0.35498874013694226,"For freezer air, a typical temperature is -18 degrees Celsius. Relative to that -18-degree reference, a temperature of 35 degrees Celsius is best described as",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_3_a,comparison_class_explicit,35 degrees Celsius,gradable_scalar,Celsius,35
